14, 15711, 15712
43, 17218, 17219
45, 17212, 17213
58, 60, 64
72, 76, 11515
78, 80, 82
80, 82, 96
83, 17220, 17222
85, 87, 17229
90, 93, 108
104, 109, 17151
111, 119, 17226
116, 17227, 17228
125, 17152, 17155
126, 132, 146
152, 17198, 17199
155, 17198, 17199
162, 11460, 11463
164, 167, 172
174, 180, 17175
190, 11886, 11892
195, 16994, 16995
204, 218, 224
219, 220, 11580
219, 11553, 11580
225, 246, 248
229, 234, 244
234, 240, 244
241, 245, 16799
243, 16450, 16451
264, 291, 294
271, 273, 285
278, 280, 288
298, 15713, 15714
306, 309, 17158
308, 316, 323
313, 317, 17157
352, 16717, 16719
355, 358, 369
356, 363, 16800
365, 16718, 16720
367, 375, 386
368, 382, 388
379, 385, 390
382, 384, 388
403, 409, 11979
406, 409, 11979
407, 415, 438
417, 12654, 12656
429, 431, 16606
429, 440, 16606
446, 16801, 16803
449, 458, 16572
450, 466, 502
453, 12621, 12622
456, 461, 480
459, 468, 14901
464, 467, 476
468, 14294, 14901
469, 12621, 12622
484, 12987, 12989
485, 505, 15841
488, 12990, 12991
489, 497, 12517
509, 521, 12510
538, 15517, 15522
561, 575, 15304
567, 579, 594
571, 577, 581
593, 598, 603
625, 644, 647
626, 12814, 12816
632, 638, 643
635, 648, 12316
636, 641, 15520
659, 670, 681
700, 15305, 15306
716, 721, 748
723, 733, 736
731, 12686, 12687
745, 766, 12319
757, 15846, 15847
759, 761, 787
759, 777, 787
795, 800, 12265
810, 820, 15725
813, 816, 16026
824, 828, 838
836, 840, 845
842, 16258, 16259
870, 906, 16265
872, 15140, 15141
885, 12131, 12132
886, 898, 903
888, 902, 938
899, 916, 921
905, 12131, 12132
911, 920, 930
913, 926, 947
918, 974, 1001
920, 930, 16928
949, 974, 1050
973, 12269, 12270
977, 12822, 12823
983, 986, 16658
983, 995, 16658
999, 12822, 12823
1006, 1017, 1033
1013, 1027, 15309
1023, 1060, 12755
1045, 1053, 16943
1063, 12187, 12188
1064, 1066, 1076
1079, 1087, 15978
1097, 1122, 15883
1098, 1115, 1133
1114, 1118, 1123
1132, 1156, 1164
1143, 1148, 1157
1149, 1153, 1177
1150, 1167, 1179
1156, 1164, 16176
1172, 1186, 12385
1173, 1197, 1240
1174, 1195, 1207
1180, 1201, 1315
1184, 1213, 12754
1209, 1211, 1252
1224, 1227, 11343
1230, 11369, 11371
1239, 1270, 1333
1257, 1300, 1305
1257, 1300, 1340
1279, 11368, 11370
1285, 12790, 12791
1288, 1290, 1358
1338, 1349, 11825
1350, 1372, 1376
1361, 1385, 1387
1366, 14643, 14644
1368, 15742, 15743
1377, 1478, 1506
1383, 13246, 13488
1389, 14643, 14644
1392, 11372, 11373
1393, 1402, 16053
1406, 1411, 1416
1414, 1450, 13490
1418, 1432, 16519
1434, 1442, 1448
1437, 1455, 12758
1438, 1444, 1449
1442, 1448, 1472
1446, 1468, 1481
1461, 1484, 1490
1469, 16177, 16179
1480, 16607, 16608
1495, 12108, 12109
1523, 12761, 12763
1545, 16578, 16579
1560, 1569, 12920
1562, 1583, 11739
1563, 1566, 1574
1570, 1578, 1582
1572, 1589, 1592
1597, 1609, 12764
1602, 12332, 12333
1609, 1635, 1646
1615, 1621, 14295
1616, 12332, 12333
1619, 16612, 16613
1657, 1662, 1692
1658, 1665, 1677
1671, 14918, 15142
1674, 11996, 11997
1675, 1678, 1727
1694, 15979, 15980
1696, 1699, 12921
1697, 1715, 17159
1709, 1719, 12998
1737, 1761, 1776
1746, 1755, 1802
1749, 12414, 12415
1763, 13069, 13070
1767, 1773, 1777
1770, 1785, 1789
1772, 1774, 17077
1775, 15143, 15144
1788, 15143, 15144
1792, 13069, 13070
1801, 15752, 15754
1822, 1827, 1867
1822, 1867, 1869
1831, 1881, 1884
1835, 1910, 1947
1839, 15755, 15756
1846, 1883, 11333
1853, 1895, 1917
1858, 15537, 15538
1859, 1876, 1899
1869, 1896, 12189
1882, 12727, 12728
1883, 1909, 11333
1886, 1890, 1941
1889, 1907, 1916
1892, 1970, 2020
1919, 1959, 15534
1930, 12727, 12728
1931, 1945, 12454
1936, 12775, 12776
1964, 2004, 2011
1982, 12773, 12774
1988, 2000, 13501
1995, 2009, 2066
2000, 2013, 13501
2007, 2018, 2055
2012, 15758, 15759
2019, 17012, 17014
2033, 2047, 2056
2061, 12701, 12702
2088, 2104, 2119
2091, 12765, 12766
2096, 16616, 16617
2098, 2130, 2157
2105, 17023, 17024
2120, 16622, 16623
2126, 2134, 2141
2128, 2154, 13701
2149, 12688, 12689
2150, 2174, 2178
2158, 2167, 2185
2159, 12688, 12689
2183, 2221, 2226
2192, 2243, 2245
2199, 2204, 2217
2203, 11325, 11326
2210, 2258, 2263
2219, 16523, 16524
2236, 2241, 2272
2247, 11946, 11947
2264, 11955, 11958
2269, 2274, 16817
2275, 2284, 2289
2277, 2282, 2296
2280, 11946, 11947
2299, 2354, 13071
2318, 2366, 17031
2344, 2347, 11959
2348, 2368, 2378
2350, 2353, 2379
2351, 2363, 14300
2359, 2362, 2385
2384, 2388, 13073
2384, 13072, 13073
2397, 14298, 14299
2414, 16275, 16276
2446, 14651, 14652
2457, 2480, 13927
2461, 2475, 14654
2472, 2484, 2490
2477, 2483, 2492
2491, 2496, 2506
2518, 2540, 12793
2526, 2543, 17106
2530, 15312, 15313
2532, 2534, 2542
2535, 13929, 13946
2549, 2565, 2570
2564, 13932, 13933
2571, 2578, 14664
2586, 13945, 13948
2601, 16277, 16278
2611, 13078, 13081
2617, 2632, 2637
2644, 2659, 13262
2665, 2702, 2714
2668, 14309, 14312
2676, 12796, 12798
2683, 2700, 12181
2690, 2713, 12200
2703, 12197, 12198
2704, 11858, 11859
2705, 2738, 2802
2718, 13088, 13089
2728, 2737, 2743
2740, 2753, 2769
2741, 2757, 2763
2752, 2778, 15314
2789, 2823, 2829
2791, 2807, 2882
2798, 2827, 12830
2799, 2839, 2850
2812, 2818, 13104
2816, 2852, 2899
2837, 2842, 2858
2855, 2872, 16185
2861, 15149, 15150
2865, 2893, 12678
2878, 2894, 2922
2881, 2883, 2912
2881, 2912, 2915
2885, 2997, 3017
2891, 13716, 13717
2898, 13526, 13531
2930, 2986, 13106
2943, 2965, 12864
2951, 3009, 3032
2982, 3011, 3047
2985, 3001, 3080
3048, 14665, 14668
3056, 3065, 12999
3061, 3087, 3095
3068, 13001, 13003
3084, 3105, 3159
3088, 3100, 3120
3089, 3127, 3175
3109, 3112, 3192
3126, 14667, 14685
3143, 3149, 12498
3190, 13121, 13122
3201, 3260, 13756
3208, 14948, 14950
3218, 3230, 3255
3221, 3264, 14016
3234, 3296, 3330
3245, 14332, 14334
3246, 3295, 13000
3252, 13543, 13544
3261, 3262, 3286
3304, 3324, 3337
3341, 13298, 13301
3390, 3406, 13127
3407, 3437, 16946
3452, 3508, 11581
3455, 3505, 3544
3457, 3465, 12865
3473, 17189, 17193
3474, 17079, 17080
3475, 3512, 3519
3477, 11893, 11894
3492, 13783, 13785
3498, 3504, 3530
3507, 3529, 14341
3528, 14705, 14706
3540, 3554, 12925
3546, 3561, 17107
3562, 3590, 15766
3564, 3574, 13786
3571, 3579, 16888
3573, 14024, 14400
3579, 16887, 16888
3582, 3608, 3611
3593, 17051, 17052
3598, 3649, 15329
3599, 3604, 3617
3632, 3682, 13553
3634, 3635, 3692
3665, 17122, 17123
3679, 3698, 3732
3687, 13778, 13782
3688, 3717, 3747
3696, 3720, 15888
3710, 3734, 3808
3711, 3722, 11635
3715, 3766, 15170
3716, 14339, 14343
3723, 12800, 12801
3727, 13550, 13555
3729, 3753, 3763
3761, 3777, 3789
3783, 3872, 3902
3803, 3815, 3840
3805, 12460, 12461
3884, 3907, 13800
3889, 3893, 16831
3896, 15352, 15354
3905, 17082, 17083
3910, 3935, 13322
3920, 3999, 4063
3933, 3948, 16967
3940, 3964, 4033
3983, 16830, 16832
4000, 4078, 13797
4002, 15336, 15356
4024, 15562, 15564
4029, 16965, 16966
4073, 4109, 15029
4084, 4156, 4165
4088, 4120, 4188
4093, 16968, 16969
4096, 15362, 15363
4119, 4139, 12182
4120, 4188, 4199
4155, 14149, 14151
4167, 16661, 16662
